"PortfolioMean","PortfolioStd","VaR_1pct","CVaR_1pct","VaR_2_5pct","CVaR_2_5pct","VaR_5pct","CVaR_5pct","Step"
8.3453976794166e-05,0.00191122248616208,-0.0046144814571824,-0.00521995953334532,-0.00368353106511333,-0.00457296711034058,-0.00296200126384508,-0.0039242890655001,40
8.78695860562944e-05,0.00191403889149333,-0.00461423121218486,-0.00521995953334532,-0.00368323764431071,-0.00457296711034058,-0.00296175158606244,-0.0039242890655001,41
8.76696106605875e-05,0.00191283535929906,-0.00461398096718732,-0.00521995953334532,-0.00368294422350808,-0.00457296711034058,-0.0029615019082798,-0.0039242890655001,42
9.51979106297703e-05,0.00192333050632473,-0.00461373072218979,-0.00521995953334532,-0.00368265080270545,-0.00457296711034058,-0.00296125223049717,-0.0039242890655001,43
0.000111710062212126,0.0019775595796445,-0.00461348047719225,-0.00521995953334532,-0.00368235738190283,-0.00457296711034058,-0.00296100255271453,-0.0039242890655001,44
0.000127810449042144,0.00202771618884178,-0.00461323023219471,-0.00521995953334532,-0.0036820639611002,-0.00457296711034058,-0.00296075287493189,-0.0039242890655001,45
0.000108413542282081,0.00209894386704309,-0.0046395063206873,-0.00655198795937556,-0.00369321592139503,-0.00515301628922161,-0.00297622928137647,-0.00423250735897764,46
0.000107123931403979,0.00209793889089803,-0.00463900577006704,-0.00655198795937556,-0.00369297107576033,-0.00515301628922161,-0.00297419084883142,-0.00423250735897764,47
9.8822224158251e-05,0.00210967916478425,-0.0046914965408683,-0.00677983529243178,-0.00371464953412515,-0.00529340609274496,-0.003004961641708,-0.00432012159413849,48
9.48326798754332e-05,0.00211136523182025,-0.00469026192539914,-0.00677983529243178,-0.00371137231883753,-0.00529340609274496,-0.00301175641617978,-0.00432209897546397,49
0.000110515320346922,0.00215610460599416,-0.00468902730992999,-0.00677983529243178,-0.0037080951035499,-0.00529340609274496,-0.00300975056429031,-0.00432209897546397,50
9.0166429880905e-05,0.00223029834100436,-0.00481159880853855,-0.00819965747075171,-0.0038340444754624,-0.0059102044811443,-0.00304662442567365,-0.00465016750431811,51
7.98640269632371e-05,0.002247894714112,-0.00496793788905855,-0.00819547978590942,-0.00388923692379015,-0.006017435615717,-0.00306122644575763,-0.00473582337755843,52
8.30872733770982e-05,0.00224834483020721,-0.00496635870642704,-0.00819547978590942,-0.00388782173280738,-0.006017435615717,-0.00306045791838478,-0.00473582337755843,53
9.71874556643199e-05,0.00228219192289433,-0.00496477952379552,-0.00819547978590942,-0.00388640654182462,-0.006017435615717,-0.00305968939101194,-0.00473582337755843,54
0.00011138040267406,0.00231600331410757,-0.00496320034116401,-0.00819547978590942,-0.00388499135084186,-0.006017435615717,-0.0030589208636391,-0.00473582337755843,55
0.000104967683404252,0.00232170279294451,-0.00504754178070266,-0.00820469319929416,-0.00408332780666857,-0.00607275093408515,-0.00307833549470894,-0.00478435099130876,56
0.000101979982718703,0.00232181017130375,-0.00504671257349803,-0.00820469319929416,-0.00407793639325528,-0.00607275093408515,-0.00307726617914948,-0.00478435099130876,57
0.000104749108504512,0.00232170244724244,-0.0050458833662934,-0.00820469319929416,-0.00407254497984199,-0.00607275093408515,-0.00307619686359002,-0.00478435099130876,58
0.000113039687826482,0.00233220060346243,-0.00504505415908878,-0.00820469319929416,-0.0040671535664287,-0.00607275093408515,-0.00307512754803057,-0.00478435099130876,59
0.000112782244876837,0.00233076846545171,-0.00504422495188415,-0.00820469319929416,-0.00406176215301541,-0.00607275093408515,-0.00307405823247111,-0.00478435099130876,60
0.000111055865123634,0.00232984563767765,-0.00504339574467953,-0.00820469319929416,-0.00405637073960212,-0.00607275093408515,-0.00307298891691165,-0.00478435099130876,61
0.000116204340532553,0.00233301869940541,-0.0050425665374749,-0.00820469319929416,-0.00405097932618883,-0.00607275093408515,-0.0030719196013522,-0.00478435099130876,62
0.000115810209031376,0.00233160694576113,-0.00504173733027027,-0.00820469319929416,-0.00404558791277554,-0.00607275093408515,-0.00307085028579274,-0.00478435099130876,63
0.000116145466704896,0.00233019039267441,-0.00504090812306565,-0.00820469319929416,-0.00404019649936225,-0.00607275093408515,-0.00306978097023328,-0.00478435099130876,64
0.00011299949811336,0.00233048596119956,-0.00504007891586102,-0.00820469319929416,-0.00403480508594896,-0.00607275093408515,-0.00306871165467383,-0.00478435099130876,65
0.000108971129412254,0.00233189155891304,-0.0050392497086564,-0.00820469319929416,-0.00402941367253567,-0.00607275093408515,-0.00308327916392186,-0.00478648533853659,66
0.000106474446589528,0.00233155155861976,-0.00503842050145177,-0.00820469319929416,-0.00402402225912238,-0.00607275093408515,-0.00308316809609268,-0.00478648533853659,67
0.000108796878388998,0.00233106786419902,-0.00503759129424714,-0.00820469319929416,-0.00401863084570909,-0.00607275093408515,-0.00308305702826349,-0.00478648533853659,68
0.00010609590329847,0.00233092125622785,-0.00503676208704252,-0.00820469319929416,-0.0040132394322958,-0.00607275093408515,-0.00308294596043431,-0.00478648533853659,69
0.000105952973264593,0.00232949964321644,-0.00503593287983789,-0.00820469319929416,-0.00400784801888251,-0.00607275093408515,-0.00308283489260513,-0.00478648533853659,70
0.000114862462985581,0.00234201484339586,-0.00503510367263327,-0.00820469319929416,-0.00400245660546922,-0.00607275093408515,-0.00308272382477595,-0.00478648533853659,71
0.000117152315670008,0.00234150577910772,-0.00503427446542864,-0.00820469319929416,-0.00399706519205593,-0.00607275093408515,-0.00308261275694677,-0.00474591694373683,72
0.000113501474158903,0.00234241914374183,-0.00503344525822401,-0.00820469319929416,-0.00399167377864264,-0.00607275093408515,-0.00308154344138731,-0.00474591694373683,73
0.000115546077745074,0.00234172859723337,-0.00503261605101939,-0.00820469319929416,-0.00398628236522936,-0.00607275093408515,-0.00308047412582785,-0.00474591694373683,74
0.000118887518253654,0.00234227024806759,-0.00503178684381476,-0.00820469319929416,-0.00398089095181607,-0.00607275093408515,-0.0030794048102684,-0.00474591694373683,75
0.000115446427520886,0.00234293422463157,-0.00503095763661014,-0.00820469319929416,-0.00397549953840278,-0.00607275093408515,-0.00307833549470894,-0.00474591694373683,76
0.000117323161071309,0.00234213499033543,-0.00503012842940551,-0.00820469319929416,-0.00397010812498949,-0.00607275093408515,-0.00307726617914948,-0.00474591694373683,77
0.000117768878097209,0.00234075189843828,-0.00502929922220088,-0.00820469319929416,-0.0039647167115762,-0.00607275093408515,-0.00307619686359002,-0.00474591694373683,78
0.000112568392446303,0.00234411762859467,-0.00502847001499626,-0.00820469319929416,-0.00410567309086357,-0.00607671949506283,-0.00308405663872613,-0.0047722412409727,79
0.000116170066482628,0.00234499572568724,-0.00502764080779163,-0.00820469319929416,-0.00410561311928343,-0.00607671949506283,-0.00308394557089695,-0.0047722412409727,80
0.000114623262572884,0.00234400458922975,-0.00502681160058701,-0.00820469319929416,-0.00410555314770329,-0.00607671949506283,-0.00308383450306777,-0.0047722412409727,81
0.000112794344127116,0.00234318532213089,-0.00502598239338238,-0.00820469319929416,-0.00410549317612315,-0.00607671949506283,-0.00308372343523858,-0.0047722412409727,82
0.000113008646376632,0.0023417831972547,-0.00502515318617775,-0.00820469319929416,-0.004105433204543,-0.00607671949506283,-0.0030836123674094,-0.0047722412409727,83
0.000112345983567147,0.00234045359861357,-0.00502432397897313,-0.00820469319929416,-0.00410537323296286,-0.00607671949506283,-0.00308350129958022,-0.0047722412409727,84
0.000110837383433675,0.00233945404495703,-0.0050234947717685,-0.00820469319929416,-0.00410531326138272,-0.00607671949506283,-0.00308339023175104,-0.0047722412409727,85
0.000105990623868999,0.002342242061461,-0.00502266556456387,-0.00820469319929416,-0.00410525328980258,-0.00607671949506283,-0.00309202376376311,-0.00479251202048557,86
0.000112551698404108,0.00234851348171393,-0.00502183635735925,-0.00820469319929416,-0.00410519331822243,-0.00607671949506283,-0.00309082548872433,-0.00479251202048557,87
0.000107931577500531,0.00235091136902072,-0.00502100715015462,-0.00820469319929416,-0.00410513334664229,-0.00607671949506283,-0.0031155540695413,-0.00480788558914233,88
0.000105181830240789,0.00235085460793128,-0.00502017794295,-0.00820469319929416,-0.00410507337506215,-0.00607671949506283,-0.0031138654557325,-0.00480788558914233,89
0.000107953481087451,0.00235082277868165,-0.00501934873574537,-0.00820469319929416,-0.00410501340348201,-0.00607671949506283,-0.0031121768419237,-0.00480788558914233,90
0.000110339132635942,0.00235043859865563,-0.00501851952854074,-0.00820469319929416,-0.00410495343190187,-0.00607671949506283,-0.0031104882281149,-0.00480788558914233,91
0.000112346648275019,0.00234976042972662,-0.00501769032133612,-0.00820469319929416,-0.00410489346032172,-0.00598709103893823,-0.0031087996143061,-0.00476837196182056,92
0.000111227348644188,0.00234858759955093,-0.00501686111413149,-0.00820469319929416,-0.00410067629514046,-0.00598709103893823,-0.00310760133926732,-0.00476837196182056,93
0.000103919789954825,0.00235676247312767,-0.00508425463839751,-0.00831560275673504,-0.00410717238036713,-0.00607546154649129,-0.00313919466286449,-0.00483674975280156,94
0.00010523645679099,0.00235567479872583,-0.00508367884479619,-0.00831560275673504,-0.00410711240878699,-0.00607546154649129,-0.00313750604905569,-0.00483674975280156,95
0.000105549544124116,0.0023542964344771,-0.00508310305119488,-0.00831560275673504,-0.00410705243720684,-0.00607546154649129,-0.00313581743524689,-0.00483674975280156,96
0.000105851102710258,0.00235291929577986,-0.00508252725759356,-0.00831560275673504,-0.0041069924656267,-0.00607546154649129,-0.00313412882143809,-0.00483674975280156,97
0.000107538986527787,0.00235204129820265,-0.00508195146399224,-0.00831560275673504,-0.00410693249404656,-0.00607546154649129,-0.00313244020762929,-0.00483674975280156,98
0.000104224048325929,0.00235263371158702,-0.00508137567039093,-0.00831560275673504,-0.00410687252246642,-0.00607546154649129,-0.00313075159382049,-0.00483674975280156,99
0.000104101977347553,0.00235124882661153,-0.00508079987678961,-0.00831560275673504,-0.00410681255088627,-0.00607546154649129,-0.00312906298001169,-0.00483674975280156,100
0.000102249360889337,0.00235048437083722,-0.00508022408318829,-0.00831560275673504,-0.00410675257930613,-0.00607546154649129,-0.00312737436620289,-0.00483674975280156,101
0.00010558378040503,0.00235111436535929,-0.00507964828958698,-0.00831560275673504,-0.00410669260772599,-0.00607546154649129,-0.00312568575239409,-0.00483674975280156,102
0.000103499581891943,0.00235051997810719,-0.00507907249598566,-0.00831560275673504,-0.00410663263614585,-0.00607546154649129,-0.0031239971385853,-0.00483674975280156,103
0.000102091611509173,0.0023495000450902,-0.00507849670238435,-0.00831560275673504,-0.00410657266456571,-0.00607546154649129,-0.0031223085247765,-0.00483674975280156,104
9.67016716120303e-05,0.00235339944500153,-0.00507792090878303,-0.00831560275673504,-0.00411606805154905,-0.00609335357999689,-0.00315221407646413,-0.00486833917536362,105
9.35158166821228e-05,0.00235386523975461,-0.00507734511518171,-0.00831560275673504,-0.00411574302458528,-0.00609335357999689,-0.00315083662132384,-0.00486833917536362,106
8.83797243758796e-05,0.00235728276662423,-0.0050767693215804,-0.00831560275673504,-0.00416275580131235,-0.00610165747978708,-0.00319449294675853,-0.00489468471499557,107
8.99854694906969e-05,0.00235637437129736,-0.00507619352797908,-0.00831560275673504,-0.00416105730534298,-0.00610165747978708,-0.00318961855606441,-0.00489468471499557,108
9.33659730642737e-05,0.00235708002350044,-0.00507561773437776,-0.00831560275673504,-0.0041593588093736,-0.00610165747978708,-0.00318474416537029,-0.00489468471499557,109
9.78709104294132e-05,0.00235940328408272,-0.00507504194077645,-0.00831560275673504,-0.00415766031340423,-0.00610165747978708,-0.00317986977467617,-0.00489468471499557,110
0.000103824645154254,0.00236448465846436,-0.00507446614717513,-0.00831560275673504,-0.00415596181743485,-0.00610165747978708,-0.00317499538398206,-0.00489468471499557,111
0.000101127989476799,0.00236443395651466,-0.00507389035357382,-0.00831560275673504,-0.00415426332146548,-0.00610165747978708,-0.00317012099328794,-0.00485549008495676,112
0.000100994683164353,0.00236306372447322,-0.0050733145599725,-0.00831560275673504,-0.0041525648254961,-0.00610165747978708,-0.00316874353814764,-0.00485549008495676,113
9.70402949043712e-05,0.00236454795219812,-0.00507273876637118,-0.00831560275673504,-0.00415086632952673,-0.00610165747978708,-0.00325786002578208,-0.00485870648022749,114
9.77536048642927e-05,0.00236327060808739,-0.00507216297276987,-0.00831560275673504,-0.00414916783355735,-0.00610165747978708,-0.00325298563508796,-0.00485870648022749,115
0.000100172529876486,0.00236297377844478,-0.00507158717916855,-0.00831560275673504,-0.00414746933758798,-0.00610165747978708,-0.00324811124439384,-0.00485870648022749,116
0.000100485055557469,0.00236162541077452,-0.00507101138556723,-0.00831560275673504,-0.0041457708416186,-0.00610165747978708,-0.00324323685369973,-0.00485870648022749,117
0.000100317471933639,0.00236026664997841,-0.00507043559196592,-0.00831560275673504,-0.00414407234564923,-0.00610165747978708,-0.00323836246300561,-0.00485870648022749,118
9.91989398984797e-05,0.00235913526177795,-0.0050698597983646,-0.00831560275673504,-0.00414237384967985,-0.00610165747978708,-0.00323348807231149,-0.00485870648022749,119
0.000101364707718981,0.00235864015548648,-0.00506928400476328,-0.00831560275673504,-0.00414067535371048,-0.00610165747978708,-0.00322861368161737,-0.00485870648022749,120
0.000101725384040899,0.00235730667013106,-0.00506870821116197,-0.00831560275673504,-0.0041389768577411,-0.00610165747978708,-0.00322373929092325,-0.00485870648022749,121
0.000104731038526323,0.00235762085160102,-0.00506813241756065,-0.00831560275673504,-0.00413727836177173,-0.00610165747978708,-0.00321886490022913,-0.00485870648022749,122
0.00010434203870049,0.00235629506404665,-0.00506755662395933,-0.00831560275673504,-0.00413557986580235,-0.00610165747978708,-0.00321399050953501,-0.00485870648022749,123
0.00010298452069161,0.00235528514705277,-0.00506698083035802,-0.00831560275673504,-0.00413388136983298,-0.00610165747978708,-0.00320911611884089,-0.00485870648022749,124
0.000101378019930044,0.00235441487606275,-0.0050664050367567,-0.00831560275673504,-0.0041321828738636,-0.00610165747978708,-0.00320424172814677,-0.00485870648022749,125
0.000101669797506229,0.00235308340003054,-0.00506582924315539,-0.00831560275673504,-0.00413048437789423,-0.00610165747978708,-0.00319936733745265,-0.00485870648022749,126
0.000100644563791228,0.00235193415151286,-0.00506525344955407,-0.00831560275673504,-0.00412878588192485,-0.00610165747978708,-0.00319449294675853,-0.00485870648022749,127
0.000103849694201633,0.00235250694936103,-0.00506467765595275,-0.00831560275673504,-0.00412708738595548,-0.00610165747978708,-0.00318961855606441,-0.00485870648022749,128
0.000103005943132582,0.00235129826504813,-0.00506410186235144,-0.00831560275673504,-0.0041253888899861,-0.00610165747978708,-0.00318474416537029,-0.00485870648022749,129
0.000106534703917659,0.0023522865808542,-0.00506352606875012,-0.00831560275673504,-0.00412369039401673,-0.00610165747978708,-0.00317986977467617,-0.00485870648022749,130
0.00010498545225665,0.00235139732448735,-0.0050629502751488,-0.00831560275673504,-0.00412199189804735,-0.00610165747978708,-0.00317499538398206,-0.00485870648022749,131
0.000105203667928796,0.00235006984912167,-0.00506237448154749,-0.00831560275673504,-0.00412029340207798,-0.00601551121553886,-0.00317012099328794,-0.0048211823582955,132
0.000106419783153036,0.00234901338862178,-0.00506179868794617,-0.00831560275673504,-0.00411996837511422,-0.00601551121553886,-0.00316874353814764,-0.0048211823582955,133
0.0001051957626346,0.00234796310707087,-0.00506122289434486,-0.00831560275673504,-0.00411964334815045,-0.00601551121553886,-0.00316736608300735,-0.0048211823582955,134
0.000106205066346123,0.00234682506121797,-0.00506064710074354,-0.00831560275673504,-0.00411931832118669,-0.00601551121553886,-0.00316598862786706,-0.0048211823582955,135
0.000104960419864137,0.00234578953833209,-0.00506007130714222,-0.00831560275673504,-0.00411899329422292,-0.00601551121553886,-0.00316461117272677,-0.0048211823582955,136
0.000105400136400058,0.00234450039335167,-0.00505949551354091,-0.00831560275673504,-0.00411866826725916,-0.00601551121553886,-0.00316323371758647,-0.0048211823582955,137
0.0001061293067748,0.00234327757058915,-0.00505891971993959,-0.00831560275673504,-0.00411834324029539,-0.00601551121553886,-0.00316185626244618,-0.0048211823582955,138
0.000106726197124124,0.00234202384157788,-0.00505834392633827,-0.00831560275673504,-0.00411801821333163,-0.00601551121553886,-0.00316047880730589,-0.0048211823582955,139
0.000108750420495614,0.00234148274549428,-0.00505776813273696,-0.00831560275673504,-0.00411769318636787,-0.00601551121553886,-0.0031591013521656,-0.0048211823582955,140
0.000108851922803894,0.00234016741465747,-0.00505719233913564,-0.00831560275673504,-0.0041173681594041,-0.00601551121553886,-0.0031577238970253,-0.0048211823582955,141
0.000107245023891153,0.00233934413058275,-0.00505661654553433,-0.00831560275673504,-0.00411704313244034,-0.00601551121553886,-0.00315634644188501,-0.0048211823582955,142
0.000109263632530222,0.00233880816993221,-0.00505604075193301,-0.00831560275673504,-0.00411671810547657,-0.00601551121553886,-0.00315496898674472,-0.0048211823582955,143
0.000108670336427879,0.00233756404799162,-0.00505546495833169,-0.00831560275673504,-0.00411639307851281,-0.00601551121553886,-0.00315359153160443,-0.0048211823582955,144
0.000111020899539407,0.00233731175252631,-0.00505488916473038,-0.00831560275673504,-0.00411606805154905,-0.00601551121553886,-0.00315221407646413,-0.0048211823582955,145
0.000111202768057703,0.00233601050170276,-0.00505431337112906,-0.00831560275673504,-0.00411574302458528,-0.00601551121553886,-0.00315083662132384,-0.0048211823582955,146
0.000109579431445074,0.0023352107137125,-0.00505373757752774,-0.00831560275673504,-0.00411541799762152,-0.00601551121553886,-0.00314945916618355,-0.0048211823582955,147
0.000112201393539088,0.00233522793303712,-0.00505316178392643,-0.00831560275673504,-0.00411509297065775,-0.00601551121553886,-0.00314808171104326,-0.0048211823582955,148
0.000109912420419069,0.00233493361856772,-0.00505258599032511,-0.00831560275673504,-0.00411476794369399,-0.00601551121553886,-0.00314670425590297,-0.0048211823582955,149
0.000110631181800478,0.0023337326898757,-0.00505201019672379,-0.00831560275673504,-0.00411444291673022,-0.00601551121553886,-0.00314532680076267,-0.0048211823582955,150
0.000108783056452438,0.00233309324576169,-0.00505143440312248,-0.00831560275673504,-0.00411411788976646,-0.00601551121553886,-0.00314394934562238,-0.0048211823582955,151
0.000107325153774639,0.00233220732637851,-0.00505085860952116,-0.00798912834201366,-0.0041137928628027,-0.00601551121553886,-0.00314257189048209,-0.00478469082638652,152
0.000103550150758125,0.0023336684125072,-0.00505002940231653,-0.00798912834201366,-0.00411346783583893,-0.00601551121553886,-0.00316874353814764,-0.00478806377587868,153
0.000100508992920609,0.00233416410716558,-0.00504920019511191,-0.00798912834201366,-0.00411314280887517,-0.00601551121553886,-0.00316736608300735,-0.00478806377587868,154
9.80470994415229e-05,0.00233404532328359,-0.00504837098790728,-0.00798912834201366,-0.0041128177819114,-0.00601551121553886,-0.00316598862786706,-0.00478806377587868,155
9.74576184752431e-05,0.00233282141537853,-0.00504754178070266,-0.00798912834201366,-0.00411249275494764,-0.00601551121553886,-0.00316461117272677,-0.00478806377587868,156
9.84564780977734e-05,0.00233172604942895,-0.00504671257349803,-0.00798912834201366,-0.00411216772798387,-0.00601551121553886,-0.00316323371758647,-0.00478806377587868,157
9.99835742094187e-05,0.00233089263362044,-0.0050458833662934,-0.00798912834201366,-0.00411184270102011,-0.00601551121553886,-0.00316185626244618,-0.00478806377587868,158
9.851432087126e-05,0.00233002798912293,-0.00504505415908878,-0.00798912834201366,-0.00411151767405635,-0.00601551121553886,-0.00316047880730589,-0.00478806377587868,159
0.000100762072876655,0.00232973044435719,-0.00504422495188415,-0.00798912834201366,-0.00411119264709258,-0.00601551121553886,-0.0031591013521656,-0.00478806377587868,160
0.00010159303924363,0.00232858353888588,-0.00504339574467953,-0.00798912834201366,-0.00411086762012882,-0.00601551121553886,-0.0031577238970253,-0.00478806377587868,161
0.000101048610505464,0.00232736175691078,-0.0050425665374749,-0.00798912834201366,-0.00411054259316505,-0.00601551121553886,-0.00315634644188501,-0.00478806377587868,162
9.87463546289246e-05,0.0023271228820493,-0.00504173733027027,-0.00798912834201366,-0.00411021756620129,-0.00601551121553886,-0.00315496898674472,-0.00478806377587868,163
9.79206431602848e-05,0.00232598051191216,-0.00504090812306565,-0.00798912834201366,-0.00410989253923752,-0.00601551121553886,-0.00315359153160443,-0.00478806377587868,164
9.37330781881314e-05,0.00232815103648607,-0.00504007891586102,-0.00798912834201366,-0.00410956751227376,-0.00601551121553886,-0.00320424172814677,-0.0048002244877939,165
9.3520899130221e-05,0.00232688593393685,-0.0050392497086564,-0.00798912834201366,-0.00410924248531,-0.00601551121553886,-0.00319936733745265,-0.0048002244877939,166
9.4803153124311e-05,0.00232593784076575,-0.00503842050145177,-0.00798912834201366,-0.00410891745834623,-0.00601551121553886,-0.00319449294675853,-0.0048002244877939,167
9.77580349933186e-05,0.00232638934116092,-0.00503759129424714,-0.00798912834201366,-0.00410859243138247,-0.00601551121553886,-0.00318961855606441,-0.0048002244877939,168
9.95319269235674e-05,0.00232574161963663,-0.00503676208704252,-0.00798912834201366,-0.0041082674044187,-0.00601551121553886,-0.00318474416537029,-0.0048002244877939,169
0.000101377646203282,0.00232514786247149,-0.00503593287983789,-0.00798912834201366,-0.00410794237745494,-0.00601551121553886,-0.00317986977467617,-0.0048002244877939,170
9.49570030955965e-05,0.00233202839745746,-0.00509749789122779,-0.00806460388234827,-0.00412199189804735,-0.00608878602470361,-0.00326779826539182,-0.0048553985140047,171
